Entidad federativa,Grupos quinquenales de edad,Estimador,Población total,Hombres,Mujeres
29 Tlaxcala,50-54 años,Límite superior de confianza,"64,310","29,927","34,511"
29 Tlaxcala,50-54 años,Coeficiente de variación,1.7,1.92,1.74
29 Tlaxcala,50-54 años,DEFF,0.88,1.01,0.85
29 Tlaxcala,55-59 años,Valor,"48,306","22,488","25,818"
29 Tlaxcala,55-59 años,Error estándar,965,530,505
29 Tlaxcala,55-59 años,Límite inferior de confianza,"46,718","21,617","24,988"
29 Tlaxcala,55-59 años,Límite superior de confianza,"49,894","23,359","26,648"
29 Tlaxcala,55-59 años,Coeficiente de variación,2,2.35,1.95
29 Tlaxcala,55-59 años,DEFF,1.14,1.37,0.99
29 Tlaxcala,60-64 años,Valor,"35,989","16,968","19,021"
29 Tlaxcala,60-64 años,Error estándar,598,325,355
29 Tlaxcala,60-64 años,Límite inferior de confianza,"35,005","16,433","18,437"
29 Tlaxcala,60-64 años,Límite superior de confianza,"36,973","17,503","19,605"
29 Tlaxcala,60-64 años,Coeficiente de variación,1.66,1.91,1.87
29 Tlaxcala,60-64 años,DEFF,0.75,0.84,0.82
29 Tlaxcala,65-69 años,Valor,"27,642","12,904","14,738"
29 Tlaxcala,65-69 años,Error estándar,568,289,345
29 Tlaxcala,65-69 años,Límite inferior de confianza,"26,708","12,428","14,171"
29 Tlaxcala,65-69 años,Límite superior de confianza,"28,576","13,380","15,305"
29 Tlaxcala,65-69 años,Coeficiente de variación,2.05,2.24,2.34
29 Tlaxcala,65-69 años,DEFF,1.07,1.05,1.17
29 Tlaxcala,70-74 años,Valor,"20,302","9,642","10,660"
29 Tlaxcala,70-74 años,Error estándar,419,232,243
29 Tlaxcala,70-74 años,Límite inferior de confianza,"19,613","9,260","10,260"
29 Tlaxcala,70-74 años,Límite superior de confianza,"20,991","10,024","11,060"
29 Tlaxcala,70-74 años,Coeficiente de variación,2.06,2.41,2.28
29 Tlaxcala,70-74 años,DEFF,0.98,1.07,0.99
29 Tlaxcala,75 años y más,Valor,"35,993","16,486","19,507"
29 Tlaxcala,75 años y más,Error estándar,642,333,382
29 Tlaxcala,75 años y más,Límite inferior de confianza,"34,936","15,937","18,879"
29 Tlaxcala,75 años y más,Límite superior de confianza,"37,050","17,035","20,135"
29 Tlaxcala,75 años y más,Coeficiente de variación,1.78,2.02,1.96
29 Tlaxcala,75 años y más,DEFF,0.83,0.92,0.86
29 Tlaxcala,No especificado,Valor,684,343,341
29 Tlaxcala,No especificado,Error estándar,94,50,55
29 Tlaxcala,No especificado,Límite inferior de confianza,530,261,251
29 Tlaxcala,No especificado,Límite superior de confianza,838,425,431
29 Tlaxcala,No especificado,Coeficiente de variación,13.7,14.6,15.99
29 Tlaxcala,No especificado,DEFF,2.3,2.02,2.15
30 Veracruz de Ignacio de la Llave,Total,Valor,"8,112,505","3,909,140","4,203,365"
30 Veracruz de Ignacio de la Llave,Total,Error estándar,"60,875","29,465","31,938"
30 Veracruz de Ignacio de la Llave,Total,Límite inferior de confianza,"8,012,370","3,860,672","4,150,830"
30 Veracruz de Ignacio de la Llave,Total,Límite superior de confianza,"8,212,640","3,957,608","4,255,900"
30 Veracruz de Ignacio de la Llave,Total,Coeficiente de variación,0.75,0.75,0.76
30 Veracruz de Ignacio de la Llave,Total,DEFF,2.05,1.17,1.2
30 Veracruz de Ignacio de la Llave,00-04 años,Valor,"686,182","349,819","336,363"
30 Veracruz de Ignacio de la Llave,00-04 años,Error estándar,"6,199","3,504","3,366"
30 Veracruz de Ignacio de la Llave,00-04 años,Límite inferior de confianza,"675,984","344,056","330,827"
30 Veracruz de Ignacio de la Llave,00-04 años,Límite superior de confianza,"696,380","355,582","341,899"
30 Veracruz de Ignacio de la Llave,00-04 años,Coeficiente de variación,0.9,1,1
30 Veracruz de Ignacio de la Llave,00-04 años,DEFF,0.96,1.1,1.08
30 Veracruz de Ignacio de la Llave,05-09 años,Valor,"709,342","360,392","348,950"
30 Veracruz de Ignacio de la Llave,05-09 años,Error estándar,"5,948","3,307","3,271"
30 Veracruz de Ignacio de la Llave,05-09 años,Límite inferior de confianza,"699,558","354,952","343,569"
30 Veracruz de Ignacio de la Llave,05-09 años,Límite superior de confianza,"719,126","365,832","354,331"
30 Veracruz de Ignacio de la Llave,05-09 años,Coeficiente de variación,0.84,0.92,0.94
30 Veracruz de Ignacio de la Llave,05-09 años,DEFF,0.84,0.94,0.97
30 Veracruz de Ignacio de la Llave,10-14 años,Valor,"751,179","384,005","367,174"
30 Veracruz de Ignacio de la Llave,10-14 años,Error estándar,"6,170","3,602","3,230"
30 Veracruz de Ignacio de la Llave,10-14 años,Límite inferior de confianza,"741,030","378,080","361,860"
30 Veracruz de Ignacio de la Llave,10-14 años,Límite superior de confianza,"761,328","389,930","372,488"
30 Veracruz de Ignacio de la Llave,10-14 años,Coeficiente de variación,0.82,0.94,0.88
30 Veracruz de Ignacio de la Llave,10-14 años,DEFF,0.81,0.99,0.86
30 Veracruz de Ignacio de la Llave,15-19 años,Valor,"719,587","361,296","358,291"
30 Veracruz de Ignacio de la Llave,15-19 años,Error estándar,"6,065","3,485","3,280"
30 Veracruz de Ignacio de la Llave,15-19 años,Límite inferior de confianza,"709,610","355,563","352,896"
30 Veracruz de Ignacio de la Llave,15-19 años,Límite superior de confianza,"729,564","367,029","363,686"
30 Veracruz de Ignacio de la Llave,15-19 años,Coeficiente de variación,0.84,0.96,0.92
30 Veracruz de Ignacio de la Llave,15-19 años,DEFF,0.93,1.12,1.01
30 Veracruz de Ignacio de la Llave,20-24 años,Valor,"694,622","339,428","355,194"
30 Veracruz de Ignacio de la Llave,20-24 años,Error estándar,"6,820","3,671","3,643"
30 Veracruz de Ignacio de la Llave,20-24 años,Límite inferior de confianza,"683,403","333,389","349,202"
30 Veracruz de Ignacio de la Llave,20-24 años,Límite superior de confianza,"705,841","345,467","361,186"
30 Veracruz de Ignacio de la Llave,20-24 años,Coeficiente de variación,0.98,1.08,1.03
30 Veracruz de Ignacio de la Llave,20-24 años,DEFF,1.24,1.39,1.27
30 Veracruz de Ignacio de la Llave,25-29 años,Valor,"594,183","279,190","314,993"
30 Veracruz de Ignacio de la Llave,25-29 años,Error estándar,"6,120","3,084","3,475"
30 Veracruz de Ignacio de la Llave,25-29 años,Límite inferior de confianza,"584,117","274,116","309,276"
30 Veracruz de Ignacio de la Llave,25-29 años,Límite superior de confianza,"604,249","284,264","320,710"
30 Veracruz de Ignacio de la Llave,25-29 años,Coeficiente de variación,1.03,1.1,1.1
30 Veracruz de Ignacio de la Llave,25-29 años,DEFF,1.36,1.43,1.47
30 Veracruz de Ignacio de la Llave,30-34 años,Valor,"578,465","267,622","310,843"
30 Veracruz de Ignacio de la Llave,30-34 años,Error estándar,"5,725","2,985","3,153"
30 Veracruz de Ignacio de la Llave,30-34 años,Límite inferior de confianza,"569,047","262,712","305,657"
30 Veracruz de Ignacio de la Llave,30-34 años,Límite superior de confianza,"587,883","272,532","316,029"
30 Veracruz de Ignacio de la Llave,30-34 años,Coeficiente de variación,0.99,1.12,1.01
30 Veracruz de Ignacio de la Llave,30-34 años,DEFF,1.27,1.44,1.27
30 Veracruz de Ignacio de la Llave,35-39 años,Valor,"554,104","253,273","300,831"
30 Veracruz de Ignacio de la Llave,35-39 años,Error estándar,"4,874","2,519","2,822"
30 Veracruz de Ignacio de la Llave,35-39 años,Límite inferior de confianza,"546,086","249,130","296,188"
30 Veracruz de Ignacio de la Llave,35-39 años,Límite superior de confianza,"562,122","257,416","305,474"
30 Veracruz de Ignacio de la Llave,35-39 años,Coeficiente de variación,0.88,0.99,0.94
30 Veracruz de Ignacio de la Llave,35-39 años,DEFF,1.04,1.2,1.11
30 Veracruz de Ignacio de la Llave,40-44 años,Valor,"547,376","254,195","293,181"
30 Veracruz de Ignacio de la Llave,40-44 años,Error estándar,"5,238","2,682","2,932"
30 Veracruz de Ignacio de la Llave,40-44 años,Límite inferior de confianza,"538,759","249,783","288,358"
30 Veracruz de Ignacio de la Llave,40-44 años,Límite superior de confianza,"555,993","258,607","298,004"
30 Veracruz de Ignacio de la Llave,40-44 años,Coeficiente de variación,0.96,1.06,1
30 Veracruz de Ignacio de la Llave,40-44 años,DEFF,1.28,1.39,1.31
30 Veracruz de Ignacio de la Llave,45-49 años,Valor,"485,471","225,549","259,922"
30 Veracruz de Ignacio de la Llave,45-49 años,Error estándar,"4,330","2,177","2,621"
30 Veracruz de Ignacio de la Llave,45-49 años,Límite inferior de confianza,"478,348","221,967","255,611"
30 Veracruz de Ignacio de la Llave,45-49 años,Límite superior de confianza,"492,594","229,131","264,233"
30 Veracruz de Ignacio de la Llave,45-49 años,Coeficiente de variación,0.89,0.97,1.01
30 Veracruz de Ignacio de la Llave,45-49 años,DEFF,1.14,1.21,1.32
30 Veracruz de Ignacio de la Llave,50-54 años,Valor,"447,857","208,436","239,421"
30 Veracruz de Ignacio de la Llave,50-54 años,Error estándar,"4,394","2,183","2,642"
30 Veracruz de Ignacio de la Llave,50-54 años,Límite inferior de confianza,"440,630","204,846","235,074"
30 Veracruz de Ignacio de la Llave,50-54 años,Límite superior de confianza,"455,084","212,026","243,768"
30 Veracruz de Ignacio de la Llave,50-54 años,Coeficiente de variación,0.98,1.05,1.1
30 Veracruz de Ignacio de la Llave,50-54 años,DEFF,1.36,1.39,1.54
30 Veracruz de Ignacio de la Llave,55-59 años,Valor,"357,439","167,448","189,991"
30 Veracruz de Ignacio de la Llave,55-59 años,Error estándar,"3,481","1,810","2,100"
30 Veracruz de Ignacio de la Llave,55-59 años,Límite inferior de confianza,"351,713","164,471","186,537"
30 Veracruz de Ignacio de la Llave,55-59 años,Límite superior de confianza,"363,165","170,425","193,445"
30 Veracruz de Ignacio de la Llave,55-59 años,Coeficiente de variación,0.97,1.08,1.11
30 Veracruz de Ignacio de la Llave,55-59 años,DEFF,1.29,1.37,1.49
30 Veracruz de Ignacio de la Llave,60-64 años,Valor,"292,377","137,511","154,866"
30 Veracruz de Ignacio de la Llave,60-64 años,Error estándar,"2,979","1,632","1,786"
30 Veracruz de Ignacio de la Llave,60-64 años,Límite inferior de confianza,"287,477","134,827","151,929"
30 Veracruz de Ignacio de la Llave,60-64 años,Límite superior de confianza,"297,277","140,195","157,803"
30 Veracruz de Ignacio de la Llave,60-64 años,Coeficiente de variación,1.02,1.19,1.15
30 Veracruz de Ignacio de la Llave,60-64 años,DEFF,1.34,1.55,1.49
30 Veracruz de Ignacio de la Llave,65-69 años,Valor,"236,362","111,297","125,065"
30 Veracruz de Ignacio de la Llave,65-69 años,Error estándar,"2,504","1,353","1,573"
30 Veracruz de Ignacio de la Llave,65-69 años,Límite inferior de confianza,"232,242","109,072","122,478"
30 Veracruz de Ignacio de la Llave,65-69 años,Límite superior de confianza,"240,482","113,522","127,652"
30 Veracruz de Ignacio de la Llave,65-69 años,Coeficiente de variación,1.06,1.22,1.26
30 Veracruz de Ignacio de la Llave,65-69 años,DEFF,1.36,1.48,1.64
30 Veracruz de Ignacio de la Llave,70-74 años,Valor,"177,196","82,701","94,495"
30 Veracruz de Ignacio de la Llave,70-74 años,Error estándar,"2,046","1,096","1,342"
30 Veracruz de Ignacio de la Llave,70-74 años,Límite inferior de confianza,"173,830","80,899","92,288"
30 Veracruz de Ignacio de la Llave,70-74 años,Límite superior de confianza,"180,562","84,503","96,702"
30 Veracruz de Ignacio de la Llave,70-74 años,Coeficiente de variación,1.15,1.32,1.42
30 Veracruz de Ignacio de la Llave,70-74 años,DEFF,1.49,1.56,1.85
30 Veracruz de Ignacio de la Llave,75 años y más,Valor,"275,076","123,949","151,127"
30 Veracruz de Ignacio de la Llave,75 años y más,Error estándar,"2,784","1,367","1,849"
30 Veracruz de Ignacio de la Llave,75 años y más,Límite inferior de confianza,"270,497","121,701","148,085"
30 Veracruz de Ignacio de la Llave,75 años y más,Límite superior de confianza,"279,655","126,197","154,169"
30 Veracruz de Ignacio de la Llave,75 años y más,Coeficiente de variación,1.01,1.1,1.22
30 Veracruz de Ignacio de la Llave,75 años y más,DEFF,1.24,1.24,1.56
30 Veracruz de Ignacio de la Llave,No especificado,Valor,"5,687","3,029","2,658"
30 Veracruz de Ignacio de la Llave,No especificado,Error estándar,472,314,216
30 Veracruz de Ignacio de la Llave,No especificado,Límite inferior de confianza,"4,910","2,512","2,302"
30 Veracruz de Ignacio de la Llave,No especificado,Límite superior de confianza,"6,464","3,546","3,014"
30 Veracruz de Ignacio de la Llave,No especificado,Coeficiente de variación,8.31,10.37,8.14
30 Veracruz de Ignacio de la Llave,No especificado,DEFF,4.19,4.64,3.05
31 Yucatán,Total,Valor,"2,097,175","1,027,548","1,069,627"
31 Yucatán,Total,Error estándar,"30,206","14,682","15,779"
31 Yucatán,Total,Límite inferior de confianza,"2,047,484","1,003,396","1,043,670"
31 Yucatán,Total,Límite superior de confianza,"2,146,866","1,051,700","1,095,584"
31 Yucatán,Total,Coeficiente de variación,1.44,1.43,1.48
31 Yucatán,Total,DEFF,4.78,1.97,2.11
31 Yucatán,00-04 años,Valor,"171,669","86,916","84,753"
31 Yucatán,00-04 años,Error estándar,"2,600","1,446","1,466"
31 Yucatán,00-04 años,Límite inferior de confianza,"167,392","84,538","82,342"
31 Yucatán,00-04 años,Límite superior de confianza,"175,946","89,294","87,164"
31 Yucatán,00-04 años,Coeficiente de variación,1.51,1.66,1.73
31 Yucatán,00-04 años,DEFF,1.2,1.28,1.41
31 Yucatán,05-09 años,Valor,"181,581","92,157","89,424"
31 Yucatán,05-09 años,Error estándar,"3,036","1,744","1,602"
31 Yucatán,05-09 años,Límite inferior de confianza,"176,586","89,288","86,789"
31 Yucatán,05-09 años,Límite superior de confianza,"186,576","95,026","92,059"
31 Yucatán,05-09 años,Coeficiente de variación,1.67,1.89,1.79
31 Yucatán,05-09 años,DEFF,1.47,1.7,1.49
31 Yucatán,10-14 años,Valor,"188,386","95,728","92,658"
31 Yucatán,10-14 años,Error estándar,"3,095","1,713","1,730"
31 Yucatán,10-14 años,Límite inferior de confianza,"183,295","92,910","89,811"
31 Yucatán,10-14 años,Límite superior de confianza,"193,477","98,546","95,505"
31 Yucatán,10-14 años,Coeficiente de variación,1.64,1.79,1.87
31 Yucatán,10-14 años,DEFF,1.46,1.57,1.67
31 Yucatán,15-19 años,Valor,"187,273","93,608","93,665"
31 Yucatán,15-19 años,Error estándar,"3,261","1,747","1,829"
31 Yucatán,15-19 años,Límite inferior de confianza,"181,908","90,733","90,656"
31 Yucatán,15-19 años,Límite superior de confianza,"192,638","96,483","96,674"
31 Yucatán,15-19 años,Coeficiente de variación,1.74,1.87,1.95
31 Yucatán,15-19 años,DEFF,1.67,1.71,1.88
31 Yucatán,20-24 años,Valor,"196,828","97,229","99,599"
31 Yucatán,20-24 años,Error estándar,"3,488","1,856","1,937"
31 Yucatán,20-24 años,Límite inferior de confianza,"191,089","94,177","96,412"
31 Yucatán,20-24 años,Límite superior de confianza,"202,567","100,281","102,786"
31 Yucatán,20-24 años,Coeficiente de variación,1.77,1.91,1.95
31 Yucatán,20-24 años,DEFF,1.76,1.85,1.93
31 Yucatán,25-29 años,Valor,"170,633","84,017","86,616"
31 Yucatán,25-29 años,Error estándar,"3,062","1,624","1,714"
31 Yucatán,25-29 años,Límite inferior de confianza,"165,596","81,345","83,797"
31 Yucatán,25-29 años,Límite superior de confianza,"175,670","86,689","89,435"
31 Yucatán,25-29 años,Coeficiente de variación,1.79,1.93,1.98
31 Yucatán,25-29 años,DEFF,1.75,1.82,1.95
31 Yucatán,30-34 años,Valor,"160,594","78,000","82,594"
31 Yucatán,30-34 años,Error estándar,"2,816","1,527","1,519"
31 Yucatán,30-34 años,Límite inferior de confianza,"155,962","75,489","80,096"
31 Yucatán,30-34 años,Límite superior de confianza,"165,226","80,511","85,092"
31 Yucatán,30-34 años,Coeficiente de variación,1.75,1.96,1.84
31 Yucatán,30-34 años,DEFF,1.65,1.84,1.67
31 Yucatán,35-39 años,Valor,"155,479","74,624","80,855"
31 Yucatán,35-39 años,Error estándar,"3,164","1,565","1,814"
31 Yucatán,35-39 años,Límite inferior de confianza,"150,274","72,049","77,870"
31 Yucatán,35-39 años,Límite superior de confianza,"160,684","77,199","83,840"
31 Yucatán,35-39 años,Coeficiente de variación,2.04,2.1,2.24
31 Yucatán,35-39 años,DEFF,2.05,2.03,2.24
31 Yucatán,40-44 años,Valor,"145,165","69,559","75,606"
31 Yucatán,40-44 años,Error estándar,"3,096","1,598","1,718"
31 Yucatán,40-44 años,Límite inferior de confianza,"140,072","66,930","72,780"
31 Yucatán,40-44 años,Límite superior de confianza,"150,258","72,188","78,432"
31 Yucatán,40-44 años,Coeficiente de variación,2.13,2.3,2.27
31 Yucatán,40-44 años,DEFF,2.28,2.33,2.4
31 Yucatán,45-49 años,Valor,"113,962","53,590","60,372"
31 Yucatán,45-49 años,Error estándar,"2,460","1,247","1,445"
31 Yucatán,45-49 años,Límite inferior de confianza,"109,916","51,538","57,995"
31 Yucatán,45-49 años,Límite superior de confianza,"118,008","55,642","62,749"
31 Yucatán,45-49 años,Coeficiente de variación,2.16,2.33,2.39
31 Yucatán,45-49 años,DEFF,2.46,2.49,2.69
31 Yucatán,50-54 años,Valor,"104,660","48,892","55,768"
31 Yucatán,50-54 años,Error estándar,"2,284","1,168","1,303"
31 Yucatán,50-54 años,Límite inferior de confianza,"100,903","46,971","53,625"
31 Yucatán,50-54 años,Límite superior de confianza,"108,417","50,813","57,911"
31 Yucatán,50-54 años,Coeficiente de variación,2.18,2.39,2.34
31 Yucatán,50-54 años,DEFF,2.45,2.57,2.54
31 Yucatán,55-59 años,Valor,"86,976","41,126","45,850"
31 Yucatán,55-59 años,Error estándar,"1,977","1,029","1,198"
31 Yucatán,55-59 años,Límite inferior de confianza,"83,724","39,433","43,880"
31 Yucatán,55-59 años,Límite superior de confianza,"90,228","42,819","47,820"
31 Yucatán,55-59 años,Coeficiente de variación,2.27,2.5,2.61
31 Yucatán,55-59 años,DEFF,2.51,2.64,2.84
31 Yucatán,60-64 años,Valor,"69,397","33,085","36,312"
31 Yucatán,60-64 años,Error estándar,"1,582",864,916
31 Yucatán,60-64 años,Límite inferior de confianza,"66,794","31,663","34,805"
31 Yucatán,60-64 años,Límite superior de confianza,"72,000","34,507","37,819"
31 Yucatán,60-64 años,Coeficiente de variación,2.28,2.61,2.52
31 Yucatán,60-64 años,DEFF,2.38,2.59,2.53
31 Yucatán,65-69 años,Valor,"58,384","27,880","30,504"
31 Yucatán,65-69 años,Error estándar,"1,411",727,871
31 Yucatán,65-69 años,Límite inferior de confianza,"56,064","26,685","29,070"
31 Yucatán,65-69 años,Límite superior de confianza,"60,704","29,075","31,938"
31 Yucatán,65-69 años,Coeficiente de variación,2.42,2.61,2.86
31 Yucatán,65-69 años,DEFF,2.53,2.5,2.9
31 Yucatán,70-74 años,Valor,"40,454","19,143","21,311"
31 Yucatán,70-74 años,Error estándar,"1,241",670,746
31 Yucatán,70-74 años,Límite inferior de confianza,"38,412","18,041","20,084"
31 Yucatán,70-74 años,Límite superior de confianza,"42,496","20,245","22,538"
31 Yucatán,70-74 años,Coeficiente de variación,3.07,3.5,3.5
31 Yucatán,70-74 años,DEFF,3.3,3.39,3.51
31 Yucatán,75 años y más,Valor,"64,478","31,281","33,197"
31 Yucatán,75 años y más,Error estándar,"1,669",838,"1,013"
31 Yucatán,75 años y más,Límite inferior de confianza,"61,732","29,902","31,531"
31 Yucatán,75 años y más,Límite superior de confianza,"67,224","32,660","34,863"
31 Yucatán,75 años y más,Coeficiente de variación,2.59,2.68,3.05
31 Yucatán,75 años y más,DEFF,2.66,2.48,3.08
31 Yucatán,No especificado,Valor,"1,256",713,543
31 Yucatán,No especificado,Error estándar,170,109,94
31 Yucatán,No especificado,Límite inferior de confianza,977,534,389
31 Yucatán,No especificado,Límite superior de confianza,"1,535",892,697
31 Yucatán,No especificado,Coeficiente de variación,13.51,15.26,17.3
